lap,name,number,pit,rawtime,strtime
1,Stoffel VANDOORNE,2,True,2.0,00:00:02
2,Stoffel VANDOORNE,2,False,1055.399,17:35.399
3,Stoffel VANDOORNE,2,False,117.568,1:57.568
4,Stoffel VANDOORNE,2,False,112.363,1:52.363
5,Stoffel VANDOORNE,2,False,130.246,2:10.246
6,Stoffel VANDOORNE,2,False,106.239,1:46.239
7,Stoffel VANDOORNE,2,False,135.664,2:15.664
8,Stoffel VANDOORNE,2,False,106.279,1:46.279
9,Stoffel VANDOORNE,2,True,122.856,2:02.856
10,Stoffel VANDOORNE,2,True,154.889,2:34.889
11,Stoffel VANDOORNE,2,False,1369.141,22:49.141
12,Stoffel VANDOORNE,2,False,105.505,1:45.505
13,Stoffel VANDOORNE,2,True,130.881,2:10.881
1,Daniel RICCIARDO,3,False,246.0,00:04:06
2,Daniel RICCIARDO,3,False,106.147,1:46.147
3,Daniel RICCIARDO,3,False,120.162,2:00.162
4,Daniel RICCIARDO,3,False,104.861,1:44.861
5,Daniel RICCIARDO,3,False,122.124,2:02.124
6,Daniel RICCIARDO,3,True,123.346,2:03.346
7,Daniel RICCIARDO,3,False,788.763,13:08.763
8,Daniel RICCIARDO,3,False,108.496,1:48.496
9,Daniel RICCIARDO,3,False,108.147,1:48.147
10,Daniel RICCIARDO,3,False,108.41,1:48.410
11,Daniel RICCIARDO,3,False,107.727,1:47.727
12,Daniel RICCIARDO,3,False,107.866,1:47.866
13,Daniel RICCIARDO,3,False,110.27,1:50.270
14,Daniel RICCIARDO,3,True,116.05,1:56.050
15,Daniel RICCIARDO,3,False,1044.184,17:24.184
16,Daniel RICCIARDO,3,True,114.311,1:54.311
1,Sebastian VETTEL,5,False,322.0,00:05:22
2,Sebastian VETTEL,5,False,104.758,1:44.758
3,Sebastian VETTEL,5,False,133.119,2:13.119
4,Sebastian VETTEL,5,False,103.642,1:43.642
5,Sebastian VETTEL,5,False,128.969,2:08.969
6,Sebastian VETTEL,5,False,103.176,1:43.176
7,Sebastian VETTEL,5,True,123.251,2:03.251
8,Sebastian VETTEL,5,True,156.414,2:36.414
9,Sebastian VETTEL,5,False,1011.072,16:51.072
10,Sebastian VETTEL,5,False,103.637,1:43.637
11,Sebastian VETTEL,5,False,130.587,2:10.587
12,Sebastian VETTEL,5,False,103.091,1:43.091
13,Sebastian VETTEL,5,False,135.713,2:15.713
14,Sebastian VETTEL,5,True,110.136,1:50.136
15,Sebastian VETTEL,5,True,132.711,2:12.711
16,Sebastian VETTEL,5,True,531.19,8:51.190
17,Sebastian VETTEL,5,True,148.31,2:28.310
1,Kimi RAIKKONEN,7,False,301.0,00:05:01
2,Kimi RAIKKONEN,7,False,105.075,1:45.075
3,Kimi RAIKKONEN,7,False,118.201,1:58.201
4,Kimi RAIKKONEN,7,False,103.877,1:43.877
5,Kimi RAIKKONEN,7,True,118.133,1:58.133
6,Kimi RAIKKONEN,7,True,149.155,2:29.155
7,Kimi RAIKKONEN,7,False,1273.943,21:13.943
8,Kimi RAIKKONEN,7,False,104.294,1:44.294
9,Kimi RAIKKONEN,7,False,119.731,1:59.731
10,Kimi RAIKKONEN,7,False,103.493,1:43.493
11,Kimi RAIKKONEN,7,False,122.468,2:02.468
12,Kimi RAIKKONEN,7,False,107.463,1:47.463
13,Kimi RAIKKONEN,7,False,119.14,1:59.140
14,Kimi RAIKKONEN,7,False,594.037,9:54.037
15,Kimi RAIKKONEN,7,False,119.094,1:59.094
16,Kimi RAIKKONEN,7,True,114.116,1:54.116
1,Romain GROSJEAN,8,True,7.0,00:00:07
2,Romain GROSJEAN,8,False,1047.905,17:27.905
3,Romain GROSJEAN,8,False,114.694,1:54.694
4,Romain GROSJEAN,8,False,121.323,2:01.323
5,Romain GROSJEAN,8,False,122.63,2:02.630
6,Romain GROSJEAN,8,False,120.005,2:00.005
7,Romain GROSJEAN,8,False,117.92,1:57.920
8,Romain GROSJEAN,8,False,105.261,1:45.261
9,Romain GROSJEAN,8,True,125.225,2:05.225
10,Romain GROSJEAN,8,False,1554.574,25:54.574
11,Romain GROSJEAN,8,False,105.917,1:45.917
12,Romain GROSJEAN,8,True,127.816,2:07.816
1,Marcus ERICSSON,9,True,6.0,00:00:06
2,Marcus ERICSSON,9,False,762.137,12:42.137
3,Marcus ERICSSON,9,False,107.285,1:47.285
4,Marcus ERICSSON,9,False,131.591,2:11.591
5,Marcus ERICSSON,9,False,124.085,2:04.085
6,Marcus ERICSSON,9,False,107.245,1:47.245
7,Marcus ERICSSON,9,False,128.746,2:08.746
8,Marcus ERICSSON,9,False,106.617,1:46.617
9,Marcus ERICSSON,9,False,128.467,2:08.467
10,Marcus ERICSSON,9,False,106.374,1:46.374
11,Marcus ERICSSON,9,True,120.267,2:00.267
12,Marcus ERICSSON,9,True,143.117,2:23.117
13,Marcus ERICSSON,9,False,737.47,12:17.470
14,Marcus ERICSSON,9,False,105.91,1:45.910
15,Marcus ERICSSON,9,False,593.312,9:53.312
16,Marcus ERICSSON,9,True,122.525,2:02.525
1,Pierre GASLY,10,False,493.0,00:08:13
2,Pierre GASLY,10,False,105.349,1:45.349
3,Pierre GASLY,10,False,119.938,1:59.938
4,Pierre GASLY,10,False,104.973,1:44.973
5,Pierre GASLY,10,False,116.667,1:56.667
6,Pierre GASLY,10,False,105.618,1:45.618
7,Pierre GASLY,10,True,123.955,2:03.955
8,Pierre GASLY,10,False,754.008,12:34.008
9,Pierre GASLY,10,False,105.774,1:45.774
10,Pierre GASLY,10,False,119.837,1:59.837
11,Pierre GASLY,10,False,106.125,1:46.125
12,Pierre GASLY,10,True,128.345,2:08.345
13,Pierre GASLY,10,False,1044.068,17:24.068
14,Pierre GASLY,10,False,104.905,1:44.905
15,Pierre GASLY,10,True,149.507,2:29.507
1,Sergio PEREZ,11,False,1307.0,00:21:47
2,Sergio PEREZ,11,False,105.666,1:45.666
3,Sergio PEREZ,11,False,136.048,2:16.048
4,Sergio PEREZ,11,False,104.272,1:44.272
5,Sergio PEREZ,11,False,133.732,2:13.732
6,Sergio PEREZ,11,False,103.936,1:43.936
7,Sergio PEREZ,11,True,127.675,2:07.675
8,Sergio PEREZ,11,False,1395.811,23:15.811
1,Fernando ALONSO,14,True,11.0,00:00:11
2,Fernando ALONSO,14,False,1014.575,16:54.575
3,Fernando ALONSO,14,False,117.556,1:57.556
4,Fernando ALONSO,14,False,106.032,1:46.032
5,Fernando ALONSO,14,False,121.576,2:01.576
6,Fernando ALONSO,14,False,104.763,1:44.763
7,Fernando ALONSO,14,False,110.582,1:50.582
8,Fernando ALONSO,14,False,107.189,1:47.189
9,Fernando ALONSO,14,True,116.615,1:56.615
