lap,name,number,pit,rawtime,strtime
1,Stoffel VANDOORNE,2,True,41.0,00:00:41
2,Stoffel VANDOORNE,2,True,157.707,2:37.707
3,Stoffel VANDOORNE,2,True,148.103,2:28.103
4,Stoffel VANDOORNE,2,False,1470.066,24:30.066
5,Stoffel VANDOORNE,2,False,93.55,1:33.550
6,Stoffel VANDOORNE,2,False,126.893,2:06.893
7,Stoffel VANDOORNE,2,False,92.855,1:32.855
8,Stoffel VANDOORNE,2,False,120.311,2:00.311
9,Stoffel VANDOORNE,2,True,102.875,1:42.875
10,Stoffel VANDOORNE,2,False,747.094,12:27.094
11,Stoffel VANDOORNE,2,False,91.86,1:31.860
12,Stoffel VANDOORNE,2,False,126.96,2:06.960
13,Stoffel VANDOORNE,2,False,92.639,1:32.639
14,Stoffel VANDOORNE,2,True,99.686,1:39.686
1,Daniel RICCIARDO,3,True,43.0,00:00:43
2,Daniel RICCIARDO,3,False,1793.357,29:53.357
3,Daniel RICCIARDO,3,False,92.008,1:32.008
4,Daniel RICCIARDO,3,False,138.552,2:18.552
5,Daniel RICCIARDO,3,True,97.228,1:37.228
6,Daniel RICCIARDO,3,False,1070.347,17:50.347
7,Daniel RICCIARDO,3,False,90.452,1:30.452
8,Daniel RICCIARDO,3,True,110.754,1:50.754
1,Sebastian VETTEL,5,True,0.0,00:00:00
2,Sebastian VETTEL,5,False,983.537,16:23.537
3,Sebastian VETTEL,5,True,145.575,2:25.575
4,Sebastian VETTEL,5,False,962.591,16:02.591
5,Sebastian VETTEL,5,False,90.719,1:30.719
6,Sebastian VETTEL,5,False,121.837,2:01.837
7,Sebastian VETTEL,5,False,90.909,1:30.909
8,Sebastian VETTEL,5,True,114.151,1:54.151
1,Kimi RAIKKONEN,7,True,66.0,00:01:06
2,Kimi RAIKKONEN,7,False,902.897,15:02.897
3,Kimi RAIKKONEN,7,False,102.976,1:42.976
4,Kimi RAIKKONEN,7,False,91.241,1:31.241
5,Kimi RAIKKONEN,7,False,123.774,2:03.774
6,Kimi RAIKKONEN,7,False,91.4,1:31.400
7,Kimi RAIKKONEN,7,True,105.167,1:45.167
8,Kimi RAIKKONEN,7,True,146.254,2:26.254
9,Kimi RAIKKONEN,7,False,695.198,11:35.198
10,Kimi RAIKKONEN,7,False,89.868,1:29.868
11,Kimi RAIKKONEN,7,False,123.847,2:03.847
12,Kimi RAIKKONEN,7,False,90.688,1:30.688
13,Kimi RAIKKONEN,7,True,108.647,1:48.647
14,Kimi RAIKKONEN,7,True,607.901,10:07.901
15,Kimi RAIKKONEN,7,True,135.279,2:15.279
1,Romain GROSJEAN,8,True,45.0,00:00:45
2,Romain GROSJEAN,8,False,1230.827,20:30.827
3,Romain GROSJEAN,8,False,92.821,1:32.821
4,Romain GROSJEAN,8,False,117.135,1:57.135
5,Romain GROSJEAN,8,False,92.594,1:32.594
6,Romain GROSJEAN,8,False,125.153,2:05.153
7,Romain GROSJEAN,8,False,92.909,1:32.909
8,Romain GROSJEAN,8,True,115.915,1:55.915
9,Romain GROSJEAN,8,False,1074.923,17:54.923
10,Romain GROSJEAN,8,False,91.513,1:31.513
11,Romain GROSJEAN,8,False,131.062,2:11.062
12,Romain GROSJEAN,8,False,93.992,1:33.992
13,Romain GROSJEAN,8,False,136.097,2:16.097
14,Romain GROSJEAN,8,True,121.315,2:01.315
1,Marcus ERICSSON,9,True,2.0,00:00:02
