lap,name,number,pit,rawtime,strtime
1,Stoffel VANDOORNE,2,True,61.0,00:01:01
2,Stoffel VANDOORNE,2,True,759.089,12:39.089
3,Stoffel VANDOORNE,2,True,168.973,2:48.973
4,Stoffel VANDOORNE,2,False,954.36,15:54.360
5,Stoffel VANDOORNE,2,False,129.45,2:09.450
6,Stoffel VANDOORNE,2,False,140.204,2:20.204
7,Stoffel VANDOORNE,2,False,120.689,2:00.689
8,Stoffel VANDOORNE,2,False,96.408,1:36.408
9,Stoffel VANDOORNE,2,False,111.175,1:51.175
10,Stoffel VANDOORNE,2,False,95.563,1:35.563
11,Stoffel VANDOORNE,2,True,111.434,1:51.434
12,Stoffel VANDOORNE,2,False,372.575,6:12.575
13,Stoffel VANDOORNE,2,False,94.977,1:34.977
14,Stoffel VANDOORNE,2,False,118.567,1:58.567
15,Stoffel VANDOORNE,2,False,95.362,1:35.362
16,Stoffel VANDOORNE,2,True,112.119,1:52.119
1,Daniel RICCIARDO,3,False,1564.0,00:26:04
2,Daniel RICCIARDO,3,False,95.061,1:35.061
3,Daniel RICCIARDO,3,False,122.029,2:02.029
1,Sebastian VETTEL,5,False,733.0,00:12:13
2,Sebastian VETTEL,5,False,93.689,1:33.689
3,Sebastian VETTEL,5,False,115.918,1:55.918
4,Sebastian VETTEL,5,False,94.835,1:34.835
5,Sebastian VETTEL,5,True,111.609,1:51.609
6,Sebastian VETTEL,5,True,149.787,2:29.787
7,Sebastian VETTEL,5,False,1124.662,18:44.662
8,Sebastian VETTEL,5,False,93.018,1:33.018
9,Sebastian VETTEL,5,False,116.205,1:56.205
10,Sebastian VETTEL,5,False,93.719,1:33.719
11,Sebastian VETTEL,5,True,111.721,1:51.721
12,Sebastian VETTEL,5,True,497.095,8:17.095
13,Sebastian VETTEL,5,False,150.153,2:30.153
14,Sebastian VETTEL,5,True,107.879,1:47.879
1,Kimi RAIKKONEN,7,False,77.0,00:01:17
2,Kimi RAIKKONEN,7,False,105.08,1:45.080
3,Kimi RAIKKONEN,7,False,97.763,1:37.763
4,Kimi RAIKKONEN,7,False,117.796,1:57.796
5,Kimi RAIKKONEN,7,False,94.794,1:34.794
6,Kimi RAIKKONEN,7,True,106.91,1:46.910
7,Kimi RAIKKONEN,7,True,155.524,2:35.524
8,Kimi RAIKKONEN,7,False,1032.346,17:12.346
9,Kimi RAIKKONEN,7,False,93.469,1:33.469
10,Kimi RAIKKONEN,7,True,129.764,2:09.764
11,Kimi RAIKKONEN,7,True,194.519,3:14.519
12,Kimi RAIKKONEN,7,False,148.195,2:28.195
13,Kimi RAIKKONEN,7,False,108.362,1:48.362
14,Kimi RAIKKONEN,7,False,93.739,1:33.739
15,Kimi RAIKKONEN,7,True,107.355,1:47.355
16,Kimi RAIKKONEN,7,False,442.597,7:22.597
17,Kimi RAIKKONEN,7,False,98.306,1:38.306
18,Kimi RAIKKONEN,7,False,98.622,1:38.622
19,Kimi RAIKKONEN,7,False,99.154,1:39.154
20,Kimi RAIKKONEN,7,False,100.714,1:40.714
21,Kimi RAIKKONEN,7,True,106.065,1:46.065
1,Romain GROSJEAN,8,True,17.0,00:00:17
2,Romain GROSJEAN,8,False,1185.497,19:45.497
3,Romain GROSJEAN,8,False,95.756,1:35.756
4,Romain GROSJEAN,8,False,111.676,1:51.676
5,Romain GROSJEAN,8,False,114.668,1:54.668
6,Romain GROSJEAN,8,True,133.522,2:13.522
1,Marcus ERICSSON,9,True,0.0,00:00:00
2,Marcus ERICSSON,9,False,1719.639,28:39.639
3,Marcus ERICSSON,9,False,96.658,1:36.658
4,Marcus ERICSSON,9,False,115.884,1:55.884
5,Marcus ERICSSON,9,False,118.232,1:58.232
6,Marcus ERICSSON,9,False,157.766,2:37.766
7,Marcus ERICSSON,9,False,118.681,1:58.681
8,Marcus ERICSSON,9,True,122.306,2:02.306
9,Marcus ERICSSON,9,False,724.842,12:04.842
10,Marcus ERICSSON,9,False,95.679,1:35.679
11,Marcus ERICSSON,9,False,129.817,2:09.817
12,Marcus ERICSSON,9,False,95.825,1:35.825
13,Marcus ERICSSON,9,True,116.774,1:56.774
1,Pierre GASLY,10,False,315.0,00:05:15
2,Pierre GASLY,10,False,97.528,1:37.528
3,Pierre GASLY,10,False,119.259,1:59.259
4,Pierre GASLY,10,False,97.623,1:37.623
5,Pierre GASLY,10,False,114.601,1:54.601
6,Pierre GASLY,10,False,96.314,1:36.314
7,Pierre GASLY,10,True,117.121,1:57.121
8,Pierre GASLY,10,False,1450.828,24:10.828
9,Pierre GASLY,10,False,107.368,1:47.368
10,Pierre GASLY,10,False,96.596,1:36.596
11,Pierre GASLY,10,True,114.305,1:54.305
12,Pierre GASLY,10,False,454.182,7:34.182
13,Pierre GASLY,10,False,95.079,1:35.079
14,Pierre GASLY,10,False,117.888,1:57.888
15,Pierre GASLY,10,False,96.0,1:36.000
16,Pierre GASLY,10,True,135.827,2:15.827
1,Sergio PEREZ,11,False,1220.0,00:20:20
2,Sergio PEREZ,11,False,95.828,1:35.828
3,Sergio PEREZ,11,False,121.997,2:01.997
