lap,name,number,pit,rawtime,strtime
1,Stoffel VANDOORNE,2,True,23.0,00:00:23
2,Stoffel VANDOORNE,2,False,1124.943,18:44.943
3,Stoffel VANDOORNE,2,False,79.343,1:19.343
4,Stoffel VANDOORNE,2,False,98.093,1:38.093
5,Stoffel VANDOORNE,2,False,79.296,1:19.296
6,Stoffel VANDOORNE,2,False,98.797,1:38.797
7,Stoffel VANDOORNE,2,False,79.236,1:19.236
8,Stoffel VANDOORNE,2,True,102.208,1:42.208
9,Stoffel VANDOORNE,2,True,130.086,2:10.086
10,Stoffel VANDOORNE,2,True,124.016,2:04.016
11,Stoffel VANDOORNE,2,False,918.743,15:18.743
12,Stoffel VANDOORNE,2,False,79.274,1:19.274
13,Stoffel VANDOORNE,2,False,105.192,1:45.192
14,Stoffel VANDOORNE,2,False,79.27,1:19.270
15,Stoffel VANDOORNE,2,False,103.131,1:43.131
16,Stoffel VANDOORNE,2,False,79.608,1:19.608
1,Daniel RICCIARDO,3,False,1047.0,00:17:27
2,Daniel RICCIARDO,3,False,79.003,1:19.003
3,Daniel RICCIARDO,3,False,105.243,1:45.243
4,Daniel RICCIARDO,3,False,91.258,1:31.258
5,Daniel RICCIARDO,3,False,78.631,1:18.631
6,Daniel RICCIARDO,3,False,97.943,1:37.943
7,Daniel RICCIARDO,3,True,83.185,1:23.185
8,Daniel RICCIARDO,3,False,536.698,8:56.698
9,Daniel RICCIARDO,3,False,78.834,1:18.834
10,Daniel RICCIARDO,3,False,104.778,1:44.778
11,Daniel RICCIARDO,3,True,95.129,1:35.129
12,Daniel RICCIARDO,3,False,611.636,10:11.636
13,Daniel RICCIARDO,3,False,89.012,1:29.012
14,Daniel RICCIARDO,3,False,99.79,1:39.790
15,Daniel RICCIARDO,3,False,77.981,1:17.981
1,Sebastian VETTEL,5,False,768.0,00:12:48
2,Sebastian VETTEL,5,False,78.324,1:18.324
3,Sebastian VETTEL,5,False,100.081,1:40.081
4,Sebastian VETTEL,5,False,78.25,1:18.250
5,Sebastian VETTEL,5,False,112.17,1:52.170
6,Sebastian VETTEL,5,True,89.283,1:29.283
7,Sebastian VETTEL,5,False,876.156,14:36.156
8,Sebastian VETTEL,5,False,77.604,1:17.604
9,Sebastian VETTEL,5,False,102.894,1:42.894
10,Sebastian VETTEL,5,False,77.55,1:17.550
11,Sebastian VETTEL,5,True,96.911,1:36.911
12,Sebastian VETTEL,5,True,136.787,2:16.787
13,Sebastian VETTEL,5,True,115.266,1:55.266
14,Sebastian VETTEL,5,True,504.736,8:24.736
15,Sebastian VETTEL,5,False,121.734,2:01.734
1,Kimi RAIKKONEN,7,True,7.0,00:00:07
2,Kimi RAIKKONEN,7,False,766.655,12:46.655
3,Kimi RAIKKONEN,7,False,78.536,1:18.536
4,Kimi RAIKKONEN,7,False,106.397,1:46.397
5,Kimi RAIKKONEN,7,False,78.505,1:18.505
6,Kimi RAIKKONEN,7,False,106.42,1:46.420
7,Kimi RAIKKONEN,7,False,78.505,1:18.505
8,Kimi RAIKKONEN,7,True,92.847,1:32.847
9,Kimi RAIKKONEN,7,True,128.173,2:08.173
10,Kimi RAIKKONEN,7,False,867.032,14:27.032
11,Kimi RAIKKONEN,7,False,91.505,1:31.505
12,Kimi RAIKKONEN,7,False,77.581,1:17.581
13,Kimi RAIKKONEN,7,False,99.309,1:39.309
14,Kimi RAIKKONEN,7,False,77.683,1:17.683
15,Kimi RAIKKONEN,7,True,91.715,1:31.715
16,Kimi RAIKKONEN,7,True,126.524,2:06.524
1,Romain GROSJEAN,8,True,9.0,00:00:09
2,Romain GROSJEAN,8,False,1146.524,19:06.524
3,Romain GROSJEAN,8,False,78.934,1:18.934
4,Romain GROSJEAN,8,False,101.82,1:41.820
5,Romain GROSJEAN,8,False,88.746,1:28.746
6,Romain GROSJEAN,8,False,79.918,1:19.918
7,Romain GROSJEAN,8,False,102.916,1:42.916
8,Romain GROSJEAN,8,False,79.373,1:19.373
9,Romain GROSJEAN,8,True,99.215,1:39.215
10,Romain GROSJEAN,8,False,1111.341,18:31.341
11,Romain GROSJEAN,8,False,90.577,1:30.577
12,Romain GROSJEAN,8,False,96.977,1:36.977
13,Romain GROSJEAN,8,False,78.706,1:18.706
14,Romain GROSJEAN,8,False,102.96,1:42.960
15,Romain GROSJEAN,8,False,79.089,1:19.089
1,Marcus ERICSSON,9,True,0.0,00:00:00
2,Marcus ERICSSON,9,False,1193.775,19:53.775
3,Marcus ERICSSON,9,False,80.671,1:20.671
4,Marcus ERICSSON,9,False,115.276,1:55.276
5,Marcus ERICSSON,9,False,80.391,1:20.391
6,Marcus ERICSSON,9,False,111.745,1:51.745
7,Marcus ERICSSON,9,False,100.202,1:40.202
8,Marcus ERICSSON,9,False,80.237,1:20.237
9,Marcus ERICSSON,9,False,111.59,1:51.590
10,Marcus ERICSSON,9,False,79.744,1:19.744
11,Marcus ERICSSON,9,False,113.023,1:53.023
12,Marcus ERICSSON,9,True,94.637,1:34.637
13,Marcus ERICSSON,9,True,115.849,1:55.849
14,Marcus ERICSSON,9,False,885.86,14:45.860
15,Marcus ERICSSON,9,False,83.191,1:23.191
16,Marcus ERICSSON,9,False,107.067,1:47.067
1,Pierre GASLY,10,False,758.0,00:12:38
2,Pierre GASLY,10,False,80.035,1:20.035
3,Pierre GASLY,10,False,100.979,1:40.979
4,Pierre GASLY,10,False,79.83,1:19.830
5,Pierre GASLY,10,False,101.24,1:41.240
6,Pierre GASLY,10,False,80.207,1:20.207
7,Pierre GASLY,10,True,99.357,1:39.357
8,Pierre GASLY,10,False,504.336,8:24.336
9,Pierre GASLY,10,False,79.699,1:19.699
10,Pierre GASLY,10,True,97.106,1:37.106
11,Pierre GASLY,10,True,128.711,2:08.711
12,Pierre GASLY,10,False,870.587,14:30.587
13,Pierre GASLY,10,False,78.886,1:18.886
14,Pierre GASLY,10,False,99.452,1:39.452
15,Pierre GASLY,10,False,80.872,1:20.872
16,Pierre GASLY,10,True,102.058,1:42.058
1,Sergio PEREZ,11,False,1114.0,00:18:34
2,Sergio PEREZ,11,False,80.525,1:20.525
3,Sergio PEREZ,11,False,110.201,1:50.201
