lap,name,number,pit,rawtime,strtime
1,Stoffel VANDOORNE,2,False,384.0,00:06:24
2,Stoffel VANDOORNE,2,False,106.392,1:46.392
3,Stoffel VANDOORNE,2,False,118.733,1:58.733
4,Stoffel VANDOORNE,2,False,116.989,1:56.989
5,Stoffel VANDOORNE,2,False,124.287,2:04.287
6,Stoffel VANDOORNE,2,False,105.288,1:45.288
7,Stoffel VANDOORNE,2,True,127.206,2:07.206
8,Stoffel VANDOORNE,2,False,968.48,16:08.480
9,Stoffel VANDOORNE,2,False,105.535,1:45.535
10,Stoffel VANDOORNE,2,False,118.792,1:58.792
11,Stoffel VANDOORNE,2,False,105.526,1:45.526
12,Stoffel VANDOORNE,2,False,128.618,2:08.618
13,Stoffel VANDOORNE,2,False,106.024,1:46.024
14,Stoffel VANDOORNE,2,True,125.278,2:05.278
15,Stoffel VANDOORNE,2,True,949.5,15:49.500
16,Stoffel VANDOORNE,2,False,145.438,2:25.438
17,Stoffel VANDOORNE,2,False,109.283,1:49.283
18,Stoffel VANDOORNE,2,False,108.944,1:48.944
19,Stoffel VANDOORNE,2,False,111.403,1:51.403
20,Stoffel VANDOORNE,2,False,108.763,1:48.763
21,Stoffel VANDOORNE,2,False,108.954,1:48.954
22,Stoffel VANDOORNE,2,False,108.627,1:48.627
23,Stoffel VANDOORNE,2,False,109.24,1:49.240
24,Stoffel VANDOORNE,2,False,111.696,1:51.696
25,Stoffel VANDOORNE,2,False,109.507,1:49.507
26,Stoffel VANDOORNE,2,False,108.503,1:48.503
27,Stoffel VANDOORNE,2,False,108.478,1:48.478
28,Stoffel VANDOORNE,2,False,107.729,1:47.729
29,Stoffel VANDOORNE,2,True,119.745,1:59.745
1,Daniel RICCIARDO,3,False,478.0,00:07:58
2,Daniel RICCIARDO,3,False,118.848,1:58.848
3,Daniel RICCIARDO,3,False,103.947,1:43.947
4,Daniel RICCIARDO,3,False,124.704,2:04.704
5,Daniel RICCIARDO,3,False,103.967,1:43.967
6,Daniel RICCIARDO,3,False,121.322,2:01.322
7,Daniel RICCIARDO,3,False,104.188,1:44.188
8,Daniel RICCIARDO,3,False,116.567,1:56.567
9,Daniel RICCIARDO,3,False,103.512,1:43.512
10,Daniel RICCIARDO,3,True,118.122,1:58.122
11,Daniel RICCIARDO,3,False,526.362,8:46.362
12,Daniel RICCIARDO,3,False,103.017,1:43.017
13,Daniel RICCIARDO,3,False,123.853,2:03.853
14,Daniel RICCIARDO,3,False,102.816,1:42.816
15,Daniel RICCIARDO,3,False,122.673,2:02.673
16,Daniel RICCIARDO,3,False,102.795,1:42.795
17,Daniel RICCIARDO,3,True,120.094,2:00.094
18,Daniel RICCIARDO,3,False,738.286,12:18.286
19,Daniel RICCIARDO,3,False,107.353,1:47.353
20,Daniel RICCIARDO,3,False,106.929,1:46.929
21,Daniel RICCIARDO,3,False,106.913,1:46.913
22,Daniel RICCIARDO,3,False,107.965,1:47.965
23,Daniel RICCIARDO,3,False,107.902,1:47.902
24,Daniel RICCIARDO,3,False,108.594,1:48.594
25,Daniel RICCIARDO,3,True,117.947,1:57.947
26,Daniel RICCIARDO,3,False,135.926,2:15.926
27,Daniel RICCIARDO,3,False,106.312,1:46.312
28,Daniel RICCIARDO,3,False,112.407,1:52.407
29,Daniel RICCIARDO,3,False,106.438,1:46.438
30,Daniel RICCIARDO,3,False,105.692,1:45.692
31,Daniel RICCIARDO,3,False,106.64,1:46.640
32,Daniel RICCIARDO,3,False,106.435,1:46.435
33,Daniel RICCIARDO,3,False,106.364,1:46.364
34,Daniel RICCIARDO,3,False,106.017,1:46.017
35,Daniel RICCIARDO,3,True,126.033,2:06.033
1,Sebastian VETTEL,5,False,62.0,00:01:02
2,Sebastian VETTEL,5,False,118.297,1:58.297
3,Sebastian VETTEL,5,False,126.819,2:06.819
4,Sebastian VETTEL,5,False,134.587,2:14.587
