lap,name,number,pit,rawtime,strtime
1,Stoffel VANDOORNE,2,False,9.0,00:00:09
2,Stoffel VANDOORNE,2,True,110.555,1:50.555
3,Stoffel VANDOORNE,2,False,923.35,15:23.350
4,Stoffel VANDOORNE,2,False,99.776,1:39.776
5,Stoffel VANDOORNE,2,True,118.114,1:58.114
6,Stoffel VANDOORNE,2,False,135.686,2:15.686
7,Stoffel VANDOORNE,2,False,98.52,1:38.520
8,Stoffel VANDOORNE,2,False,114.572,1:54.572
9,Stoffel VANDOORNE,2,False,98.591,1:38.591
10,Stoffel VANDOORNE,2,False,116.851,1:56.851
11,Stoffel VANDOORNE,2,True,104.141,1:44.141
12,Stoffel VANDOORNE,2,False,1189.042,19:49.042
13,Stoffel VANDOORNE,2,False,96.756,1:36.756
14,Stoffel VANDOORNE,2,False,111.471,1:51.471
15,Stoffel VANDOORNE,2,False,97.212,1:37.212
16,Stoffel VANDOORNE,2,False,112.747,1:52.747
17,Stoffel VANDOORNE,2,False,98.164,1:38.164
18,Stoffel VANDOORNE,2,True,110.462,1:50.462
19,Stoffel VANDOORNE,2,False,474.495,7:54.495
20,Stoffel VANDOORNE,2,True,131.549,2:11.549
21,Stoffel VANDOORNE,2,False,548.302,9:08.302
22,Stoffel VANDOORNE,2,False,98.187,1:38.187
23,Stoffel VANDOORNE,2,False,110.328,1:50.328
24,Stoffel VANDOORNE,2,False,99.4,1:39.400
25,Stoffel VANDOORNE,2,True,113.851,1:53.851
1,Daniel RICCIARDO,3,True,52.0,00:00:52
2,Daniel RICCIARDO,3,False,1159.962,19:19.962
3,Daniel RICCIARDO,3,False,97.526,1:37.526
4,Daniel RICCIARDO,3,False,117.411,1:57.411
5,Daniel RICCIARDO,3,False,97.074,1:37.074
6,Daniel RICCIARDO,3,False,125.641,2:05.641
7,Daniel RICCIARDO,3,False,96.61,1:36.610
8,Daniel RICCIARDO,3,False,118.466,1:58.466
9,Daniel RICCIARDO,3,False,95.696,1:35.696
10,Daniel RICCIARDO,3,True,107.28,1:47.280
11,Daniel RICCIARDO,3,False,1264.694,21:04.694
12,Daniel RICCIARDO,3,False,94.537,1:34.537
13,Daniel RICCIARDO,3,True,125.906,2:05.906
14,Daniel RICCIARDO,3,False,907.921,15:07.921
15,Daniel RICCIARDO,3,False,98.823,1:38.823
16,Daniel RICCIARDO,3,False,100.036,1:40.036
17,Daniel RICCIARDO,3,False,101.055,1:41.055
18,Daniel RICCIARDO,3,False,99.585,1:39.585
19,Daniel RICCIARDO,3,False,99.544,1:39.544
20,Daniel RICCIARDO,3,False,101.6,1:41.600
21,Daniel RICCIARDO,3,False,99.687,1:39.687
22,Daniel RICCIARDO,3,True,105.323,1:45.323
1,Sebastian VETTEL,5,True,5.0,00:00:05
2,Sebastian VETTEL,5,False,1127.509,18:47.509
3,Sebastian VETTEL,5,False,98.146,1:38.146
4,Sebastian VETTEL,5,False,96.963,1:36.963
5,Sebastian VETTEL,5,False,112.31,1:52.310
6,Sebastian VETTEL,5,False,96.386,1:36.386
7,Sebastian VETTEL,5,True,121.497,2:01.497
8,Sebastian VETTEL,5,False,1688.796,28:08.796
9,Sebastian VETTEL,5,False,94.861,1:34.861
10,Sebastian VETTEL,5,False,117.444,1:57.444
11,Sebastian VETTEL,5,False,95.232,1:35.232
